"CustomerID","Age","UsageFrequency","SupportTickets","SubscriptionTier","SatisfactionScore","DataUsage_GB","ContractDuration_Months","Churn"
"CZA0059",73,7,1,"Standard",6,3.54043195777841,24,0
"CZA0060",41,10,3,"Basic",7,10.6737634227483,24,0
"CZA0061",59,14,3,"Standard",9,4.57123404386674,6,0
"CZA0062",24,6,1,"Premium",3,14.8119751815399,1,0
"CZA0063",42,13,1,"Basic",7,7.59102417219727,24,0
"CZA0064",35,12,1,"Standard",6,10.7542850349181,1,0
"CZA0065",69,26,0,"Standard",10,5.12157142793437,6,0
"CZA0066",46,2,3,"Premium",3,3.30073465208393,6,0
"CZA0067",68,22,2,"Standard",8,14.0177806287609,12,0
"CZA0068",68,18,1,"Basic",6,8.72899326418846,6,0
"CZA0069",67,17,5,"Basic",8,6.25044441975869,1,0
"CZA0070",45,14,2,"Basic",5,7.75598441977534,1,0
"CZA0071",65,9,3,"Basic",6,18.6927517135453,6,0
"CZA0072",57,19,3,"Basic",5,4.53254392974262,1,0
"CZA0073",62,9,4,"Basic",6,4.37284614502054,24,0
"CZA0074",18,20,3,"Premium",10,4.78875022062792,12,0
"CZA0075",47,17,2,"Standard",9,2.43636241217564,24,0
"CZA0076",32,20,2,"Standard",10,13.1147781345532,24,0
"CZA0077",42,14,1,"Premium",5,8.45416105510676,12,0
"CZA0078",56,10,0,"Basic",6,8.54221534254757,12,0
"CZA0079",40,19,2,"Premium",8,7.16821630686729,1,0
"CZA0080",25,17,1,"Standard",8,5.17007756341782,6,0
"CZA0081",33,22,1,"Standard",8,4.15206985588281,6,0
"CZA0082",59,15,1,"Basic",7,13.4140073056329,24,0
"CZA0083",44,18,1,"Premium",10,2.72282713655176,24,0
"CZA0084",67,17,2,"Basic",9,10.0564001169712,6,0
"CZA0085",24,12,3,"Standard",4,4.24258114428777,12,0
"CZA0086",45,18,1,"Basic",7,9.00353384921171,24,0
"CZA0087",79,10,0,"Standard",5,4.39961322858788,12,0
"CZA0088",73,15,0,"Basic",10,5.12259333787297,1,0
"CZA0089",73,6,3,"Standard",4,25.4968812794701,24,0
"CZA0090",29,14,2,"Basic",9,11.7964404980004,12,0
"CZA0091",26,7,3,"Standard",6,1.64636871360889,6,0
"CZA0092",58,12,0,"Basic",7,8.07270558997981,12,0
"CZA0093",39,8,0,"Premium",6,5.38561195392115,6,0
"CZA0094",59,10,0,"Basic",6,3.33462979949064,6,0
"CZA0095",38,9,3,"Basic",7,8.55785969536924,12,0
"CZA0096",30,18,3,"Standard",8,8.09280877033433,24,0
"CZA0097",67,10,6,"Basic",3,5.87111989949253,1,1
"CZA0098",24,9,2,"Basic",5,29.3969961435379,12,0
"CZA0099",47,21,1,"Standard",7,1.5309936257757,12,0
"CZA0100",50,23,1,"Standard",8,13.286567614649,6,0
"CZA0101",55,18,3,"Basic",9,6.03565094682833,24,0
"CZA0102",39,6,3,"Basic",7,11.6996553886169,12,0
"CZA0103",48,19,1,"Basic",6,5.3773818436049,12,0
"CZA0104",77,9,3,"Standard",7,4.87585174586189,1,0
"CZA0105",48,17,4,"Premium",6,2.23163440380364,24,0
"CZA0106",73,17,2,"Basic",7,6.38139100981476,24,0
"CZA0107",75,14,2,"Standard",7,41.89313876735,6,0
"CZA0108",56,12,4,"Basic",6,14.7728575202887,6,0
"CZA0109",43,18,5,"Premium",7,23.8766384234646,1,0
"CZA0110",27,15,2,"Basic",5,14.0198715943997,1,0
"CZA0111",76,17,0,"Standard",7,16.460834548495,24,0
"CZA0112",37,6,3,"Standard",5,13.9017327431679,6,0
"CZA0113",22,16,2,"Premium",8,10.3064993618058,6,0
"CZA0114",77,16,1,"Standard",6,4.91469579353816,12,0
"CZA0115",63,18,1,"Standard",8,5.08830965409062,12,0
"CZA0116",27,11,1,"Basic",4,2.40948252019879,6,0
"CZA0117",52,9,2,"Basic",5,7.35902609755897,24,0
"CZA0118",77,10,4,"Premium",7,13.867513869621,6,0
"CZA0119",54,9,1,"Basic",5,15.215973885794,24,0
"CZA0120",43,14,2,"Standard",6,7.89786834344608,1,1
"CZA0121",58,12,1,"Standard",6,5.03624451261197,1,0
"CZA0122",38,20,1,"Premium",8,73.94800494215,24,0
"CZA0123",37,19,3,"Premium",9,12.3750193473443,6,0
"CZA0124",32,7,1,"Standard",5,19.973426466698,6,0
"CZA0125",41,15,1,"Basic",4,5.83353726598181,1,0
"CZA0126",79,16,0,"Basic",6,7.19531169934952,6,0
"CZA0127",28,12,4,"Basic",5,10.115055610147,1,0
"CZA0128",24,17,2,"Premium",6,23.8925242797048,12,0
"CZA0129",27,11,0,"Basic",7,5.94153678651166,12,0
"CZA0130",61,16,2,"Premium",10,13.4305366226612,1,0
"CZA0131",56,12,2,"Premium",8,1.70511022369749,6,0
"CZA0132",73,17,3,"Standard",7,5.1806052658931,12,0
"CZA0133",60,7,3,"Basic",6,2.99095772735278,6,0
"CZA0134",64,12,2,"Standard",9,16.1086098469056,6,0
"CZA0135",50,12,3,"Premium",6,6.58558281810167,24,0
"CZA0136",59,9,3,"Basic",7,5.62228487458096,12,0
"CZA0137",69,13,1,"Standard",7,19.2665396097534,12,0
"CZA0138",67,15,1,"Premium",7,16.1414581199899,1,0
"CZA0139",79,10,2,"Basic",6,3.94080555333441,1,0
"CZA0140",45,14,1,"Standard",8,9.96926182213813,12,0
"CZA0141",37,5,3,"Basic",5,3.12704604092895,24,0
"CZA0142",43,16,1,"Standard",7,5.29662318741768,6,0
"CZA0143",19,20,0,"Premium",7,22.910706773805,12,0
"CZA0144",29,9,5,"Standard",6,20.3909171902515,6,0
"CZA0145",70,8,1,"Standard",6,16.0597016129212,6,0
"CZA0146",32,26,1,"Standard",9,4.95485190611685,6,0
"CZA0147",33,14,2,"Basic",7,1.97980423935729,6,0
"CZA0148",23,15,2,"Standard",6,3.24466228130775,12,0
"CZA0149",33,14,1,"Standard",6,14.3936849785749,24,0
"CZA0150",63,17,1,"Standard",9,6.02912854071841,24,0
"CZA0151",71,17,4,"Premium",6,1.62608339476278,12,0
"CZA0152",49,12,2,"Standard",7,6.51344667056577,1,0
"CZA0153",42,13,3,"Standard",5,19.829435096073,24,0
"CZA0154",33,11,4,"Basic",6,11.5933081538655,6,0
"CZA0155",25,15,2,"Premium",8,4.15835273849033,12,0
"CZA0156",42,11,1,"Standard",5,2.50392210256453,12,0
"CZA0157",53,18,0,"Basic",8,4.14298665524856,12,0
"CZA0158",31,15,3,"Standard",7,7.56982061186665,1,0
"CZA0159",46,9,2,"Basic",5,13.7584281217023,6,0
"CZA0160",32,16,1,"Basic",8,1.90035724398227,12,0
"CZA0161",49,19,1,"Premium",8,15.1233699875606,1,0
"CZA0162",40,14,1,"Standard",6,7.41733930478365,6,0
"CZA0163",58,15,2,"Basic",5,11.010455030567,24,0
"CZA0164",41,8,1,"Basic",6,2.32267863970392,24,0
"CZA0165",40,12,0,"Basic",5,4.63363628190316,12,0
"CZA0166",51,10,0,"Standard",6,5.39912048692924,1,0
"CZA0167",64,7,3,"Basic",3,15.3439911875634,6,0
"CZA0168",32,11,1,"Basic",5,15.1761001701875,1,0
"CZA0169",44,14,1,"Basic",7,10.0198018646465,24,0
"CZA0170",34,8,5,"Basic",7,22.7132516466124,12,0
"CZA0171",57,14,2,"Standard",7,5.15110966387014,6,0
"CZA0172",29,6,1,"Standard",4,15.0108914703176,12,0
"CZA0173",72,13,2,"Standard",6,7.20548094760393,6,0
"CZA0174",64,21,4,"Standard",10,4.63140618049066,12,0
"CZA0175",59,9,1,"Standard",7,14.102696593035,1,0
"CZA0176",56,7,2,"Basic",7,19.4290667646417,6,0
"CZA0177",41,14,3,"Standard",8,13.6641455809009,12,0
"CZA0178",51,18,1,"Standard",8,5.17281786282338,1,0
"CZA0179",72,19,0,"Basic",9,5.31827315688812,6,0
"CZA0180",54,28,2,"Standard",8,19.382548372059,24,0
"CZA0181",70,17,0,"Basic",8,9.45911176121773,1,0
"CZA0182",37,16,1,"Basic",7,13.2064029707623,24,0
"CZA0183",62,25,3,"Standard",9,5.82936812679782,6,0
"CZA0184",34,13,4,"Standard",9,17.8628735493157,12,0
"CZA0185",55,16,3,"Premium",8,4.19490795686739,24,0
"CZA0186",48,18,0,"Premium",7,11.447210371125,6,0
"CZA0187",34,6,1,"Basic",5,4.17025641405917,1,0
"CZA0188",53,6,3,"Standard",4,1.31810814938101,24,0
"CZA0189",75,26,3,"Premium",9,2.88616820725168,6,0
"CZA0190",74,10,2,"Basic",5,8.12874576692112,24,0
"CZA0191",35,15,0,"Premium",8,13.7089091546557,24,0
"CZA0192",38,10,2,"Standard",5,2.1686146246056,6,0
"CZA0193",79,16,2,"Standard",8,3.07714700846801,24,0
"CZA0194",56,16,3,"Basic",8,25.4110011806035,1,0
"CZA0195",76,14,0,"Standard",6,5.45357008194483,1,0
"CZA0196",47,13,1,"Basic",9,10.5274916969374,24,0
"CZA0197",43,20,4,"Standard",8,5.10972340737748,24,0
"CZA0198",59,17,0,"Premium",6,5.99539683366069,12,0
"CZA0199",27,10,5,"Basic",6,7.85437691047009,12,0
"CZA0200",54,17,1,"Premium",6,7.44597255788294,6,0
"CZA0201",33,13,4,"Premium",8,6.45727790638984,1,0
"CZA0202",78,16,4,"Standard",6,5.31824020660749,24,0
"CZA0203",55,11,2,"Standard",8,0.875025173906861,24,0
"CZA0204",50,22,3,"Standard",5,27.3320184030534,6,0
"CZA0205",43,3,2,"Standard",3,25.8755095920443,6,0
"CZA0206",73,15,6,"Basic",6,3.41863989617169,12,0
"CZA0207",41,15,0,"Premium",6,6.5687577437719,6,0
"CZA0208",36,27,1,"Premium",10,19.350005685475,24,0
"CZA0209",29,14,3,"Standard",7,14.8619315814731,12,0
"CZA0210",29,15,2,"Basic",8,18.0585838830286,6,0
"CZA0211",48,19,2,"Premium",9,3.4895652466287,12,0
"CZA0212",34,16,7,"Standard",7,44.884282031114,24,0
"CZA0213",31,16,1,"Basic",9,3.34202873459798,6,0
"CZA0214",60,23,2,"Basic",9,12.5251852755212,6,0
"CZA0215",21,20,0,"Standard",9,8.15713648401312,12,0
"CZA0216",61,14,3,"Basic",5,5.57004301999087,6,0
"CZA0217",40,22,1,"Basic",7,5.66557812458152,6,0
"CZA0218",43,20,3,"Premium",5,3.69146069205123,24,0
"CZA0219",69,16,1,"Basic",7,23.0084572998444,12,0
"CZA0220",75,23,4,"Premium",10,7.86686204618059,12,0
"CZA0221",36,16,1,"Standard",6,8.85916542583017,6,0
"CZA0222",78,17,2,"Basic",8,8.55694285403596,24,0
"CZA0223",63,12,0,"Basic",7,5.68243860724281,1,0
"CZA0224",61,14,4,"Basic",7,3.34071591113564,6,0
"CZA0225",21,15,5,"Standard",7,8.82517485992414,1,0
"CZA0226",43,10,0,"Basic",5,1.70651347400403,6,0
"CZA0227",48,25,2,"Standard",8,2.73738515024762,6,0
"CZA0228",53,14,1,"Premium",7,3.47822572121551,12,0
"CZA0229",61,11,4,"Basic",8,3.47267363101797,1,0
"CZA0230",75,22,2,"Standard",7,7.96480269533514,6,0
"CZA0231",56,17,0,"Premium",7,22.6224162422529,24,0
"CZA0232",45,19,1,"Basic",8,2.55812124183572,1,0
"CZA0233",52,14,1,"Premium",8,10.0098860977639,12,0
"CZA0234",22,15,2,"Standard",7,13.8693494151407,24,0
"CZA0235",34,14,1,"Standard",8,3.69628203262948,12,0
"CZA0236",43,10,0,"Standard",4,7.12094484047962,12,0
"CZA0237",30,11,0,"Basic",7,13.1513923064361,1,0
"CZA0238",70,10,3,"Basic",6,6.17892079893821,6,0
"CZA0239",27,19,4,"Standard",6,6.33139731666459,6,0
"CZA0240",68,14,1,"Standard",3,9.16515463827815,1,0
"CZA0241",52,17,0,"Premium",7,7.08507686929501,6,0
"CZA0242",59,11,1,"Standard",7,5.00803176707046,24,0
"CZA0243",29,14,2,"Basic",7,6.70577762155061,6,0
"CZA0244",57,5,2,"Basic",4,27.6047498704207,1,0
"CZA0245",37,2,3,"Premium",4,13.6203919211776,1,0
"CZA0246",63,22,1,"Basic",9,3.8953442151824,1,0
"CZA0247",43,19,2,"Standard",7,3.09119474289959,12,0
"CZA0248",78,16,0,"Basic",7,5.74317636817069,24,0
"CZA0249",78,2,1,"Basic",5,18.7302954532385,6,0
"CZA0250",63,16,3,"Basic",6,9.06912132976095,6,0
"CZA0251",34,16,3,"Basic",7,4.52196364487488,1,0
"CZA0252",32,13,2,"Basic",7,13.7023067897334,1,0
"CZA0253",55,21,2,"Premium",9,6.73044139639146,12,0
"CZA0254",35,21,0,"Standard",9,3.37206410353109,24,0
"CZA0255",51,12,1,"Basic",7,10.2045603952789,12,0
"CZA0256",67,23,4,"Basic",9,21.4752254726815,6,0
"CZA0257",28,22,0,"Premium",8,10.0154390629697,24,0
"CZA0258",43,19,1,"Basic",8,8.45197599672124,12,0
"CZA0259",47,13,5,"Standard",5,4.66752900241499,6,0
"CZA0260",72,12,2,"Basic",7,10.9998206883748,1,0
"CZA0261",75,10,1,"Standard",5,3.49243997641222,24,0
"CZA0262",73,17,2,"Standard",10,2.32285186486487,1,0
"CZA0263",60,14,0,"Basic",6,7.16818914007968,12,0
"CZA0264",77,15,1,"Standard",3,7.21227579647761,6,0
"CZA0265",50,12,3,"Standard",8,38.6883635903558,24,0
"CZA0266",54,14,0,"Standard",6,3.15363855949011,6,0
"CZA0267",39,25,2,"Standard",10,8.32809239993628,6,0
"CZA0268",40,10,4,"Standard",6,12.9816544617214,1,0
"CZA0269",19,15,0,"Premium",9,15.4161396660324,6,0
"CZA0270",49,8,5,"Standard",4,7.33379311876717,6,0
"CZA0271",72,11,0,"Premium",4,4.39171890690728,6,0
"CZA0272",18,12,3,"Basic",8,7.05651401294628,12,0
"CZA0273",22,15,2,"Premium",6,28.7267629251891,6,0
"CZA0274",28,12,2,"Standard",4,10.359638120039,6,0
"CZA0275",66,11,4,"Standard",7,1.76626306004123,1,0
"CZA0276",64,14,2,"Standard",7,20.0137870799302,1,0
"CZA0277",78,19,3,"Basic",10,10.7871095667827,1,0
"CZA0278",47,13,2,"Standard",7,7.2174359605526,12,0
"CZA0279",23,7,1,"Basic",5,7.29723467850031,12,0
"CZA0280",58,10,1,"Standard",5,6.65352770618285,6,0
"CZA0281",65,5,1,"Standard",8,8.84269448913447,12,0
"CZA0282",27,6,3,"Standard",3,5.19290435626862,1,1
"CZA0283",43,9,2,"Basic",7,8.97019913702939,12,0
"CZA0284",32,8,3,"Basic",6,3.84991389311721,12,0
"CZA0285",22,9,2,"Standard",5,8.50031152387501,12,0
"CZA0286",43,23,1,"Basic",10,16.0351982150136,6,0
"CZA0287",22,24,3,"Standard",8,10.5533598620501,12,0
"CZA0288",32,28,2,"Standard",10,15.2354473225919,6,0
"CZA0289",21,17,1,"Basic",8,3.44316761752045,24,0
"CZA0290",60,12,2,"Basic",10,7.67796815596192,12,0
"CZA0291",36,10,3,"Standard",7,11.3824786427922,6,0
"CZA0292",24,7,2,"Basic",8,3.49871791919577,1,0
"CZA0293",22,11,1,"Basic",5,22.1108853258169,6,0
"CZA0294",73,21,3,"Standard",6,3.58097243104001,12,0
"CZA0295",65,18,1,"Standard",9,8.29093787427743,1,0
"CZA0296",69,21,1,"Premium",6,8.21763645019198,6,0
"CZA0297",79,12,3,"Basic",4,8.04595283327293,6,0
"CZA0298",24,5,3,"Basic",6,6.37703203887101,1,0
"CZA0299",24,15,3,"Basic",7,10.1244749109648,24,0
"CZA0300",68,12,2,"Basic",8,3.59011722679991,1,0
"CZA0301",67,11,0,"Basic",8,2.9965003815373,12,0
"CZA0302",19,28,2,"Premium",10,4.67300322251331,1,0
"CZA0303",66,19,2,"Standard",8,7.09842641154561,6,0
"CZA0304",63,14,3,"Standard",8,17.809347755394,24,0
"CZA0305",57,7,3,"Premium",6,22.4483675787973,24,0
"CZA0306",48,14,2,"Standard",9,9.24087911811838,6,0
"CZA0307",28,22,0,"Premium",8,9.65150764591564,12,0
"CZA0308",19,17,1,"Standard",9,6.23045012536864,24,0
"CZA0309",46,14,3,"Basic",5,7.64183042446794,1,0
"CZA0310",49,18,0,"Basic",8,2.76438419871719,12,0
"CZA0311",42,12,1,"Basic",3,9.05170927665808,12,0
"CZA0312",47,11,1,"Basic",6,5.07899035283096,6,0
"CZA0313",62,12,3,"Basic",4,9.33970942712281,12,0
"CZA0314",21,19,1,"Standard",8,5.79973984706357,24,0
"CZA0315",40,12,3,"Basic",6,4.65000821197803,24,0
"CZA0316",68,19,0,"Standard",9,6.33837252670635,1,0
"CZA0317",70,7,3,"Basic",4,5.71541301116755,6,0
"CZA0318",33,7,1,"Basic",4,15.8981817205638,24,1
"CZA0319",40,14,2,"Basic",4,8.55439903545449,6,0
"CZA0320",71,19,0,"Standard",9,10.0015891793932,12,0
"CZA0321",71,11,3,"Basic",8,3.10000117319013,24,0
"CZA0322",36,14,1,"Premium",6,21.0684191545255,12,0
"CZA0323",27,1,4,"Standard",6,8.26111287273202,12,0
"CZA0324",62,15,1,"Basic",6,4.05764606131298,24,0
"CZA0325",24,12,5,"Premium",5,9.17362621883592,12,0
"CZA0326",20,15,1,"Basic",7,13.589586771461,6,0
"CZA0327",80,20,2,"Basic",9,2.80506301282873,12,0
"CZA0328",20,11,2,"Basic",4,24.1208082062976,6,1
"CZA0329",39,18,0,"Standard",5,6.61525606372235,6,0
"CZA0330",75,14,2,"Standard",7,16.1968948259284,12,0
"CZA0331",56,15,2,"Basic",8,7.77243051735871,6,0
"CZA0332",36,7,1,"Basic",2,5.85504690900531,6,1
"CZA0333",64,15,2,"Basic",4,2.04532349932139,24,0
"CZA0334",70,20,2,"Basic",8,3.42081712162705,24,0
"CZA0335",37,26,2,"Premium",10,7.17829428488425,24,0
"CZA0336",49,7,1,"Basic",5,13.1904987873388,6,0
"CZA0337",61,16,3,"Basic",9,1.97946170600809,6,0
"CZA0338",58,12,3,"Standard",5,19.3522516805746,1,0
"CZA0339",58,18,3,"Standard",7,19.6739086719599,1,0
"CZA0340",79,14,2,"Standard",9,3.31905007786302,1,0
"CZA0341",44,12,1,"Basic",6,10.2842170371789,24,0
"CZA0342",25,16,2,"Basic",7,3.58390343235408,6,0
"CZA0343",51,19,1,"Standard",6,6.76904500988227,1,0
"CZA0344",32,16,1,"Standard",7,14.1549433607042,1,0
"CZA0345",48,17,2,"Standard",6,13.5696781172075,6,0
"CZA0346",41,17,5,"Standard",5,4.0778821691333,6,0
"CZA0347",79,16,1,"Standard",6,5.63701393900857,12,0
"CZA0348",42,13,2,"Basic",6,3.73103434797902,12,0
"CZA0349",32,20,2,"Standard",8,9.37156928484775,12,0
"CZA0350",57,19,2,"Standard",9,2.48096447279756,12,0
"CZA0351",26,21,0,"Premium",8,1.17289164472264,24,0
"CZA0352",78,21,0,"Standard",8,20.673828926763,1,0
"CZA0353",50,18,0,"Standard",9,36.285965424841,6,0
"CZA0354",28,14,0,"Standard",10,5.37348418330738,24,0
"CZA0355",57,10,0,"Standard",6,12.5883494699395,12,0
"CZA0356",79,11,2,"Basic",8,7.35035088398682,6,0
"CZA0357",59,9,1,"Basic",7,20.7390761987507,6,0
"CZA0358",44,14,3,"Standard",7,10.8906078516105,6,0
"CZA0359",38,14,1,"Premium",4,8.52126475785017,6,0
"CZA0360",70,16,2,"Premium",6,2.09720285648827,12,0
"CZA0361",27,10,2,"Standard",5,15.7693625198365,12,0
"CZA0362",30,10,1,"Basic",4,5.7799929876095,24,0
"CZA0363",74,17,3,"Standard",6,2.76642795392881,6,0
"CZA0364",37,18,2,"Premium",7,6.41566293785528,1,0
"CZA0365",41,13,1,"Standard",8,6.76157119365601,12,0
"CZA0366",67,18,1,"Basic",6,15.5093770328548,6,0
"CZA0367",30,7,1,"Standard",6,3.26357355464296,12,0
"CZA0368",19,19,2,"Premium",7,5.00105785410469,24,0
"CZA0369",43,25,1,"Premium",10,20.940476273693,24,0
"CZA0370",48,15,1,"Premium",7,19.1263322638065,12,0
"CZA0371",44,17,1,"Standard",7,16.6806636070019,1,0
"CZA0372",39,12,1,"Standard",6,23.6429922853824,12,0
"CZA0373",72,15,1,"Standard",8,8.52345423977045,6,0
"CZA0374",46,19,2,"Standard",10,4.9169155795783,12,0
"CZA0375",51,10,3,"Standard",6,10.8986926677615,12,0
"CZA0376",78,10,3,"Basic",10,15.5041260934554,6,0
"CZA0377",66,18,1,"Standard",8,40.026562252145,1,0
"CZA0378",31,19,5,"Premium",10,1.86733516132726,12,0
"CZA0379",37,17,0,"Basic",7,8.94652324122098,6,0
"CZA0380",78,19,2,"Basic",5,11.6855870693566,1,0
"CZA0381",54,21,2,"Premium",6,7.11198181489619,12,0
"CZA0382",65,8,1,"Basic",4,2.48314133522623,6,0
"CZA0383",41,18,4,"Premium",10,12.4168028571747,1,0
"CZA0384",66,13,0,"Standard",9,4.28294124827347,12,0
"CZA0385",51,15,4,"Standard",8,10.5286809161907,1,0
"CZA0386",75,22,1,"Premium",9,13.9473035295756,6,0
"CZA0387",29,16,1,"Standard",6,18.1518032307486,12,0
"CZA0388",35,14,4,"Basic",6,2.48306911602194,24,0
"CZA0389",24,14,0,"Standard",6,15.7559692540351,6,0
"CZA0390",31,15,1,"Basic",6,4.34972685048809,24,0
"CZA0391",79,7,6,"Basic",5,2.99722352450881,12,0
"CZA0392",36,13,3,"Standard",6,18.5417410990978,6,0
"CZA0393",63,23,2,"Standard",9,16.4838643011207,6,0
"CZA0394",67,16,1,"Basic",8,6.23508188775123,12,0
"CZA0395",25,8,2,"Basic",8,12.5745948196694,1,0
"CZA0396",33,7,3,"Basic",2,4.04617496195994,1,0
"CZA0397",35,10,2,"Standard",7,6.64774629795112,6,0
"CZA0398",24,16,2,"Basic",7,6.91984753150535,12,0
"CZA0399",25,17,0,"Standard",7,6.07074882181422,24,0
"CZA0400",79,12,1,"Standard",4,12.3526314783665,1,0
"CZA0401",79,13,1,"Standard",7,21.674344388429,24,0
"CZA0402",26,18,1,"Basic",6,5.37071075328974,24,0
"CZA0403",74,11,0,"Basic",7,7.22205171328526,6,0
"CZA0404",54,17,2,"Premium",6,23.2366353805063,1,0
"CZA0405",43,17,1,"Standard",10,5.86891994184116,1,0
"CZA0406",46,12,3,"Basic",5,1.19383794413044,12,0
"CZA0407",62,9,2,"Basic",5,10.5887132968082,6,0
"CZA0408",23,13,5,"Standard",5,3.97280499162911,24,0
"CZA0409",39,10,0,"Standard",6,3.67305270410718,24,0
"CZA0410",60,15,5,"Basic",10,19.9768033815962,12,0
"CZA0411",38,20,3,"Basic",7,41.0010880808983,1,0
"CZA0412",70,18,4,"Premium",9,3.56852455703318,24,0
"CZA0413",31,17,2,"Basic",6,15.2064187844883,6,0
"CZA0414",49,10,1,"Basic",8,6.91779109772277,6,0
"CZA0415",35,14,1,"Standard",8,8.16017179003121,1,0
"CZA0416",30,14,3,"Standard",6,17.3842685512424,6,0
"CZA0417",77,8,2,"Standard",6,8.58118626192626,12,0
"CZA0418",38,15,1,"Standard",6,4.07163342675752,12,0
"CZA0419",48,17,3,"Standard",8,5.31596091068667,24,0
"CZA0420",20,20,1,"Premium",7,11.9447837727481,12,0
"CZA0421",52,22,3,"Standard",9,1.44027903294965,12,0
"CZA0422",58,6,2,"Basic",8,15.9055971181948,1,0
"CZA0423",55,18,2,"Standard",9,2.46698049417473,12,0
"CZA0424",38,19,4,"Standard",8,7.50336618091516,12,0
"CZA0425",73,14,2,"Standard",7,6.46723535924404,24,0
"CZA0426",57,20,0,"Premium",9,18.2679588037753,12,0
"CZA0427",37,6,2,"Basic",7,8.43335368699095,6,0
"CZA0428",42,16,6,"Standard",8,7.93558753276294,1,0
"CZA0429",28,0,4,"Basic",5,12.0455472183963,12,0
"CZA0430",71,17,2,"Standard",8,4.141631575932,24,0
"CZA0431",77,21,4,"Basic",9,6.44220453574543,24,0
"CZA0432",53,21,1,"Basic",9,16.8492996083668,12,0
"CZA0433",38,4,3,"Premium",5,11.9225496393803,6,0
"CZA0434",80,16,3,"Basic",9,3.02572975972656,24,0
